"DATA_LEVEL","SCHOOL_YEAR","REPORTING_PERIOD","DISTRICT_NUMBER","DISTRICT_NAME","EMPLOYMENT_CATEGORY","GENDER","HEADCOUNT","FTE","AVERAGE_AGE","AVERAGE_ANNUAL_SALARY_PER_FTE"
"District level","2015/2016","Q1","006","Rocky Mountain","Teacher","All","191","170.5354","43","70583"
"District level","2015/2016","Q1","006","Rocky Mountain","Teacher","F","139","123.3686","42","70258"
"District level","2015/2016","Q1","008","Kootenay Lake","Administrator","All","35","34","50","98998"
"District level","2015/2016","Q1","008","Kootenay Lake","Administrator","F","17","16","51","96063"
"District level","2015/2016","Q1","008","Kootenay Lake","Administrator","M","18","18","49","101607"
"District level","2015/2016","Q1","008","Kootenay Lake","Educator","All","320","286.254","46","75787"
"District level","2015/2016","Q1","008","Kootenay Lake","Educator","M","101","96.497","47","79299"
"District level","2015/2016","Q1","008","Kootenay Lake","Teacher","All","286","252.254","46","73321"
"District level","2015/2016","Q1","008","Kootenay Lake","Teacher","F","203","173.757","46","72640"
"District level","2015/2016","Q1","008","Kootenay Lake","Teacher","M","83","78.497","47","74982"
"District level","2015/2016","Q1","010","Arrow Lakes","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","010","Arrow Lakes","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","010","Arrow Lakes","Educator","All","50","43.11","44","73715"
"District level","2015/2016","Q1","010","Arrow Lakes","Educator","F","35","29.65","46","75959"
"District level","2015/2016","Q1","010","Arrow Lakes","Educator","M","15","13.46","41","69760"
"District level","2015/2016","Q1","010","Arrow Lakes","Teacher","All","42","35.71","43","67788"
"District level","2015/2016","Q1","010","Arrow Lakes","Teacher","M","14","12.46","42","68652"
"District level","2015/2016","Q1","019","Revelstoke","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","019","Revelstoke","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","019","Revelstoke","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","019","Revelstoke","Educator","All","73","67.55","43","74017"
"District level","2015/2016","Q1","019","Revelstoke","Teacher","All","65","59.55","42","70958"
"District level","2015/2016","Q1","019","Revelstoke","Teacher","F","51","45.836","41","69417"
"District level","2015/2016","Q1","019","Revelstoke","Teacher","M","14","13.714","46","76708"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Educator","All","246","228.835","46","74707"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Educator","M","61","59.28","46","81592"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Teacher","F","178","162.555","45","71962"
"District level","2015/2016","Q1","020","Kootenay-Columbia","Teacher","M","49","47.28","45","75627"
"District level","2015/2016","Q1","022","Vernon","Administrator","F","18","18","50","101774"
"District level","2015/2016","Q1","022","Vernon","Administrator","M","23","22","48","104369"
"District level","2015/2016","Q1","022","Vernon","Educator","All","545","496.3049","45","76526"
"District level","2015/2016","Q1","022","Vernon","Educator","F","362","322.9257","45","74765"
"District level","2015/2016","Q1","022","Vernon","Educator","M","183","173.3792","46","80066"
"District level","2015/2016","Q1","022","Vernon","Teacher","F","344","304.9257","45","73451"
"District level","2015/2016","Q1","022","Vernon","Teacher","M","160","151.3792","45","76940"
"District level","2015/2016","Q1","023","Central Okanagan","Administrator","All","93","93","47","104526"
"District level","2015/2016","Q1","023","Central Okanagan","Administrator","F","35","35","48","103467"
"District level","2015/2016","Q1","023","Central Okanagan","Administrator","M","58","58","47","105165"
"District level","2015/2016","Q1","023","Central Okanagan","Educator","F","969","905.021","43","73580"
"District level","2015/2016","Q1","023","Central Okanagan","Teacher","All","1270","1202.6438","44","73316"
"District level","2015/2016","Q1","023","Central Okanagan","Teacher","F","934","870.021","43","72460"
"District level","2015/2016","Q1","023","Central Okanagan","Teacher","M","336","332.6228","45","75696"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Administrator","All","49","37","47","97474"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Administrator","F","21","11","46","91143"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Administrator","M","28","26","47","100153"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Educator","All","356","322.936","46","71374"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Educator","M","106","101.713","46","78566"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Teacher","All","307","285.936","45","68728"
"District level","2015/2016","Q1","027","Cariboo-Chilcotin","Teacher","F","229","210.223","46","67707"
"District level","2015/2016","Q1","028","Quesnel","Administrator","F","12","12","50","107910"
"District level","2015/2016","Q1","028","Quesnel","Educator","All","238","220.2428","45","75668"
"District level","2015/2016","Q1","028","Quesnel","Educator","F","181","163.8428","45","73679"
"District level","2015/2016","Q1","028","Quesnel","Educator","M","57","56.4","47","82391"
"District level","2015/2016","Q1","028","Quesnel","Teacher","All","215","197.2428","45","72742"
"District level","2015/2016","Q1","028","Quesnel","Teacher","F","169","151.8428","44","71446"
"District level","2015/2016","Q1","028","Quesnel","Teacher","M","46","45.4","47","77814"
"District level","2015/2016","Q1","033","Chilliwack","Administrator","All","62","62","47","89846"
"District level","2015/2016","Q1","033","Chilliwack","Administrator","F","28","28","48","89547"
